Rank,PlayerID,Name,Team,ByeWeek,Age,Position,PositionRank,AverageDraftPositionPPR
43,21682,Jonathan Taylor,IND,11,25,RB,RB17,43
44,20805,T.J. Hockenson,MIN,13,26,TE,TE3,44
45,21681,Justin Herbert,LAC,5,26,QB,QB6,45
46,22492,Justin Fields,CHI,13,25,QB,QB7,46
47,23223,Dameon Pierce,HOU,7,24,RB,RB18,47
48,19844,DJ Moore,CHI,13,27,WR,WR20,48
49,14986,DeAndre Hopkins,TEN,7,31,WR,WR21,49
50,20933,Miles Sanders,CAR,7,27,RB,RB19,50
51,20873,Terry McLaurin,WAS,14,28,WR,WR22,51
52,23395,Christian Watson,GB,6,25,WR,WR23,52
53,19063,George Kittle,SF,9,30,TE,TE4,53
54,21674,J.K. Dobbins,BAL,13,25,RB,RB20,54
55,22490,Trevor Lawrence,JAX,9,24,QB,QB8,55
56,20868,Alexander Mattison,MIN,13,25,RB,RB21,56
57,23151,Drake London,ATL,11,22,WR,WR24,57
58,18914,Mike Williams,LAC,5,29,WR,WR25,58
59,21688,Cam Akers,LAR,10,24,RB,RB22,59
60,16964,Darren Waller,NYG,13,31,TE,TE5,60
61,18880,Chris Godwin,TB,5,28,WR,WR26,61
62,21692,Jerry Jeudy,DEN,9,25,WR,WR27,62
63,23217,Rachaad White,TB,5,25,RB,RB23,63
64,18872,Dalvin Cook,NYJ,7,28,RB,RB24,64
65,16830,Tyler Lockett,SEA,5,31,WR,WR28,65
66,21747,Brandon Aiyuk,SF,9,26,WR,WR29,66
67,18983,James Conner,ARI,14,29,RB,RB25,67
68,19815,Christian Kirk,JAX,9,27,WR,WR30,68
69,18878,Alvin Kamara,NO,11,28,RB,RB26,69
70,22558,Javonte Williams,DEN,9,24,RB,RB27,70
71,19863,Dallas Goedert,PHI,10,29,TE,TE6,71
72,21077,Diontae Johnson,PIT,6,27,WR,WR31,72
73,22508,Kyle Pitts,ATL,11,23,TE,TE7,73
74,21684,D'Andre Swift,PHI,10,25,RB,RB28,74
75,23247,James Cook,BUF,13,24,RB,RB29,75
76,21744,Michael Pittman Jr.,IND,11,26,WR,WR32,76
77,23371,Isiah Pacheco,KC,10,25,RB,RB30,77
78,16597,Mike Evans,TB,5,30,WR,WR33,78
79,23153,George Pickens,PIT,6,23,WR,WR34,79
80,20882,David Montgomery,DET,9,26,RB,RB31,80
81,21045,Marquise Brown,ARI,14,26,WR,WR35,81
82,23155,Jahan Dotson,WAS,14,24,WR,WR36,82
83,18055,Dak Prescott,DAL,7,30,QB,QB9,83
84,23162,Jordan Addison,MIN,13,22,WR,WR37,84
85,18912,Evan Engram,JAX,9,29,TE,TE8,85
86,21802,AJ Dillon,GB,6,26,RB,RB32,86
87,18857,Deshaun Watson,CLE,5,28,QB,QB10,87
88,16568,Brandin Cooks,DAL,7,30,WR,WR38,88
89,21677,Tua Tagovailoa,MIA,10,26,QB,QB11,89
90,19800,Courtland Sutton,DEN,9,28,WR,WR39,90
91,23157,Jaxon Smith-Njigba,SEA,5,22,WR,WR40,91
92,22563,Khalil Herbert,CHI,13,26,RB,RB33,92
93,22507,Pat Freiermuth,PIT,6,25,TE,TE9,93
94,23190,Brian Robinson Jr.,WAS,14,25,RB,RB34,94
95,21861,Antonio Gibson,WAS,14,25,RB,RB35,95
96,21735,Gabe Davis,BUF,13,25,WR,WR41,96
97,17960,Michael Thomas,NO,11,31,WR,WR42,97
98,18876,David Njoku,CLE,5,27,TE,TE10,98
99,18995,Jamaal Williams,NO,11,29,RB,RB36,99
100,93,San Francisco 49ers,SF,9,null,DST,DST1,100
101,18883,JuJu Smith-Schuster,NE,11,27,WR,WR43,101
102,23173,Zach Charbonnet,SEA,5,23,RB,RB37,102
103,2593,Aaron Rodgers,NYJ,7,40,QB,QB12,103
104,18993,Samaje Perine,DEN,9,28,RB,RB38,104
105,20841,Daniel Jones,NYG,13,26,QB,QB13,105
106,14252,Kirk Cousins,MIN,13,35,QB,QB14,106
107,23120,Zay Flowers,BAL,13,23,WR,WR44,107
108,23119,Treylon Burks,TEN,7,24,WR,WR45,108
109,16389,Odell Beckham Jr.,BAL,13,31,WR,WR46,109
110,22614,Kadarius Toney,KC,10,25,WR,WR47,110
111,19799,Rashaad Penny,PHI,10,28,RB,RB39,111
112,24226,Quentin Johnston,LAC,5,22,WR,WR48,112
113,14895,Geno Smith,SEA,5,33,QB,QB15,113
114,23168,Skyy Moore,KC,10,23,WR,WR49,114
115,16510,Jerick McKinnon,KC,10,32,RB,RB40,115
116,22592,Elijah Moore,CLE,5,24,WR,WR50,116
117,24117,Anthony Richardson,IND,11,22,QB,QB16,117
118,26,Philadelphia Eagles,PHI,10,null,DST,DST2,118
119,19920,Dalton Schultz,HOU,7,27,TE,TE11,119
120,24179,De'Von Achane,MIA,10,22,RB,RB41,120
121,22535,Elijah Mitchell,SF,9,26,RB,RB42,121
122,20790,Damien Harris,BUF,13,27,RB,RB43,122
123,15534,Adam Thielen,CAR,7,33,WR,WR51,123
124,20145,Allen Lazard,NYJ,7,28,WR,WR52,124
125,48,Dallas Cowboys,DAL,7,null,DST,DST3,125
126,14688,Justin Tucker,BAL,13,34,K,K1,126
127,17923,Ezekiel Elliott,NE,11,28,RB,RB44,127
128,37,Buffalo Bills,BUF,13,null,DST,DST4,128
129,23479,Jaylen Warren,PIT,6,25,RB,RB45,129
130,20876,Jakobi Meyers,LV,13,27,WR,WR53,130
131,22623,Rashod Bateman,BAL,13,24,WR,WR54,131
132,17922,Jared Goff,DET,9,29,QB,QB17,132
133,23250,Tyler Allgeier,ATL,11,24,RB,RB46,133
134,17217,Raheem Mostert,MIA,10,32,RB,RB47,134
135,24102,Dalton Kincaid,BUF,13,24,TE,TE12,135
136,18032,Tyler Higbee,LAR,10,31,TE,TE13,136
137,14536,Russell Wilson,DEN,9,35,QB,QB18,137
138,23234,Jameson Williams,DET,9,23,WR,WR55,138
139,21,New England Patriots,NE,11,null,DST,DST5,139
140,23193,Tank Bigsby,JAX,9,22,RB,RB48,140
141,21772,Cole Kmet,CHI,13,25,TE,TE14,141
142,21738,Juwan Johnson,NO,11,27,TE,TE15,142
143,21756,Nico Collins,HOU,7,25,WR,WR56,143
144,23167,Romeo Doubs,GB,6,24,WR,WR57,144
145,19989,Daniel Carlson,LV,13,29,K,K2,145
146,23489,Chigoziem Okonkwo,TEN,7,24,TE,TE16,146
147,20941,Devin Singletary,HOU,7,26,RB,RB49,147
148,20360,Jeff Wilson Jr.,MIA,10,28,RB,RB50,148
149,17986,Tyler Boyd,CIN,7,29,WR,WR58,149
150,22562,Kenneth Gainwell,PHI,10,25,RB,RB51,150
151,23310,Greg Dulcich,DEN,9,24,TE,TE17,151
152,36,Baltimore Ravens,BAL,13,null,DST,DST6,152
153,22626,Rondale Moore,ARI,14,23,WR,WR59,153
154,18957,D'Onta Foreman,CHI,13,28,RB,RB52,154
155,22108,Tyler Bass,BUF,13,27,K,K3,155
156,18926,Zay Jones,JAX,9,29,WR,WR60,156
157,82,New York Jets,NYJ,7,null,DST,DST7,157
158,22501,Kenny Pickett,PIT,6,25,QB,QB19,158
159,21961,Darnell Mooney,CHI,13,26,WR,WR61,159
160,19073,Harrison Butker,KC,10,28,K,K4,160
161,16311,Derek Carr,NO,11,33,QB,QB20,161
162,24372,Roschon Johnson,CHI,13,23,RB,RB53,162
163,23141,Sam LaPorta,DET,9,23,TE,TE18,163
164,28,Pittsburgh Steelers,PIT,6,null,DST,DST8,164
165,69,New Orleans Saints,NO,11,null,DST,DST9,165
166,20850,Dawson Knox,BUF,13,27,TE,TE19,166
167,9038,Matthew Stafford,LAR,10,36,QB,QB21,167
168,21714,K.J. Osborn,MIN,13,26,WR,WR62,168
169,24238,Kendre Miller,NO,11,21,RB,RB54,169
170,24125,Jalin Hyatt,NYG,13,22,WR,WR63,170
171,19565,Younghoe Koo,ATL,11,29,K,K5,171
172,18935,Gerald Everett,LAC,5,29,TE,TE20,172
173,21754,Donovan Peoples-Jones,CLE,5,25,WR,WR64,173
174,11694,Nick Folk,TEN,7,39,K,K6,174
175,55,Kansas City Chiefs,KC,10,null,DST,DST10,175
176,12,Green Bay Packers,GB,6,null,DST,DST11,176
177,24123,Tyjae Spears,TEN,7,23,RB,RB55,177
178,24120,Rashee Rice,KC,10,24,WR,WR65,178
179,19867,Michael Gallup,DAL,7,28,WR,WR66,179
180,64,Miami Dolphins,MIA,10,null,DST,DST12,180
181,19816,DJ Chark Jr.,CAR,7,27,WR,WR67,181
182,15150,Cordarrelle Patterson,ATL,11,33,RB,RB56,182
183,22908,Evan McPherson,CIN,7,24,K,K7,183
184,23132,Bryce Young,CAR,7,22,QB,QB22,184
185,19041,Jake Elliott,PHI,10,29,K,K8,185
186,23241,Brock Purdy,SF,9,24,QB,QB23,186
187,24188,Deuce Vaughn,DAL,7,22,RB,RB57,187
188,20889,Kyler Murray,ARI,14,26,QB,QB24,188
189,23140,Michael Mayer,LV,13,22,TE,TE21,189
190,52,Jacksonville Jaguars,JAX,9,null,DST,DST13,190
191,23161,Jonathan Mingo,CAR,7,23,WR,WR68,191
192,21691,Chuba Hubbard,CAR,7,24,RB,RB58,192
193,21841,Jordan Love,GB,6,25,QB,QB25,193
194,17215,Jason Myers,SEA,5,33,K,K9,194
195,14996,Brandon McManus,JAX,9,32,K,K10,195
196,20239,Gus Edwards,BAL,13,29,RB,RB59,196
197,19976,Marquez Valdes-Scantling,KC,10,29,WR,WR69,197
198,22539,Zamir White,LV,13,24,RB,RB60,198
199,21769,Clyde Edwards-Helaire,KC,10,25,RB,RB61,199
200,97,Washington Commanders,WAS,14,null,DST,DST14,200
201,20949,Irv Smith,CIN,7,25,TE,TE22,201
202,19238,Taysom Hill,NO,11,33,QB,QB26,202
203,49,Denver Broncos,DEN,9,null,DST,DST15,203
204,24150,Luke Musgrave,GB,6,23,TE,TE23,204
205,23165,Marvin Mims Jr.,DEN,9,22,WR,WR70,205
206,19853,Mike Gesicki,NE,11,28,TE,TE24,206
207,23138,Jake Ferguson,DAL,7,25,TE,TE25,207
208,20924,Hunter Renfrow,LV,13,28,WR,WR71,208
209,23567,Cameron Dicker,LAC,5,24,K,K11,209
210,23205,Jerome Ford,CLE,5,24,RB,RB62,210
211,23232,Alec Pierce,IND,11,24,WR,WR72,211
212,21005,Parris Campbell,NYG,13,26,WR,WR73,213
213,7,Cincinnati Bengals,CIN,7,null,DST,DST16,214
214,24423,Jake Moody,SF,9,24,K,K12,215
215,21852,Ty Chandler,MIN,13,26,RB,RB63,216
216,20769,Matt Gay,IND,11,30,K,K13,217
217,23185,Sam Howell,WAS,14,23,QB,QB27,218
218,21760,Isaiah Hodgins,NYG,13,25,WR,WR74,219
219,20033,Jason Sanders,MIA,10,28,K,K14,220
220,10333,Graham Gano,NYG,13,37,K,K15,222
221,14856,Zach Ertz,ARI,14,33,TE,TE26,223
222,21776,Joshua Kelley,LAC,5,26,RB,RB64,224
223,23239,C.J. Stroud,HOU,7,22,QB,QB28,225
224,18928,Curtis Samuel,WAS,14,27,WR,WR75,226
225,14697,Greg Zuerlein,NYJ,7,36,K,K16,227
226,23233,Jayden Reed,GB,6,24,WR,WR76,228
227,16041,Jimmy Garoppolo,LV,13,32,QB,QB29,229
228,19843,Hayden Hurst,CAR,7,30,TE,TE27,230
229,90,Seattle Seahawks,SEA,5,null,DST,DST17,231
230,24176,Tank Dell,HOU,7,24,WR,WR77,232
231,8,Cleveland Browns,CLE,5,null,DST,DST18,233
232,22674,Deon Jackson,IND,11,25,RB,RB65,234
233,21739,Van Jefferson,LAR,10,27,WR,WR78,235
234,23163,Justyn Ross,KC,10,24,WR,WR79,236
235,23170,Wan'Dale Robinson,NYG,13,23,WR,WR80,237
236,19988,Tyler Conklin,NYJ,7,28,TE,TE28,238
237,17975,Hunter Henry,NE,11,29,TE,TE29,239
238,21752,Chase Claypool,CHI,13,25,WR,WR81,240
239,22685,Terrace Marshall Jr.,CAR,7,23,WR,WR82,241
240,23729,Rashid Shaheed,NO,11,25,WR,WR83,242
241,22496,Mac Jones,NE,11,25,QB,QB30,243
242,19919,Chase Edmonds,TB,5,28,RB,RB66,244
243,20943,Darius Slayton,NYG,13,27,WR,WR84,245
244,21784,Zack Moss,IND,11,26,RB,RB67,246
245,75,New York Giants,NYG,13,null,DST,DST19,247
246,20753,Noah Fant,SEA,5,26,TE,TE30,248
247,23218,Pierre Strong Jr.,CLE,5,25,RB,RB68,249
248,67,Minnesota Vikings,MIN,13,null,DST,DST20,250
249,84,Los Angeles Chargers,LAC,5,null,DST,DST21,251
250,13799,Ryan Tannehill,TEN,7,35,QB,QB31,252
251,11,Detroit Lions,DET,9,null,DST,DST22,253
252,23160,John Metchie III,HOU,7,23,WR,WR85,254
253,23212,Kyren Williams,LAR,10,23,RB,RB69,255
254,24374,Chase Brown,CIN,7,24,RB,RB70,256
255,23174,Zach Evans,LAR,10,22,RB,RB71,257
256,24145,Josh Downs,IND,11,22,WR,WR86,258
257,5,Carolina Panthers,CAR,7,null,DST,DST23,259
258,22613,Joshua Palmer,LAC,5,24,WR,WR87,260
259,23256,Isaiah Likely,BAL,13,24,TE,TE31,261
260,20077,Richie James,KC,10,28,WR,WR88,262
261,19790,Baker Mayfield,TB,5,29,QB,QB32,263
262,22553,Michael Carter,NYJ,7,25,RB,RB72,264
263,24204,Evan Hull,IND,11,23,RB,RB73,265
264,20788,Mecole Hardman Jr.,NYJ,7,26,WR,WR89,266
265,23469,Tyquan Thornton,NE,11,23,WR,WR90,267
266,23227,Khalil Shakir,BUF,13,24,WR,WR91,268
267,32,Los Angeles Rams,LAR,10,null,DST,DST24,269
268,14871,Robert Woods,HOU,7,32,WR,WR92,270
269,24194,Sean Tucker,TB,5,22,RB,RB74,271
270,20325,Greg Joseph,MIN,13,29,K,K17,272
271,23251,Trey McBride,ARI,14,24,TE,TE32,274
272,38,Chicago Bears,CHI,13,null,DST,DST25,275
273,83,Las Vegas Raiders,LV,13,null,DST,DST26,276
274,16775,DeVante Parker,NE,11,31,WR,WR93,277
275,21697,Laviska Shenault Jr.,CAR,7,25,WR,WR94,278
276,15071,Latavius Murray,BUF,13,34,RB,RB75,279
277,22863,Riley Patterson,DET,9,25,K,K18,280
278,16263,Allen Robinson II,PIT,6,30,WR,WR95,281
279,23198,Isaiah Spiller,LAC,5,22,RB,RB76,282
280,24212,DeWayne McBride,MIN,13,22,RB,RB77,283
281,23270,Will Levis,TEN,7,24,QB,QB33,284
282,19319,Matt Breida,NYG,13,29,RB,RB78,286
283,15854,Brett Maher,LAR,10,34,K,K19,287
284,1,Arizona Cardinals,ARI,14,null,DST,DST27,288
285,23136,Darnell Washington,PIT,6,22,TE,TE33,289
286,23880,Malik Davis,DAL,7,25,RB,RB79,290
287,22502,Desmond Ridder,ATL,11,24,QB,QB34,291
288,21970,James Robinson,NYG,13,25,RB,RB80,292
289,19023,Mack Hollins,ATL,11,30,WR,WR96,293
290,22493,Trey Lance,DAL,7,24,QB,QB35,294
291,95,Tampa Bay Buccaneers,TB,5,null,DST,DST28,295
292,21071,Greg Dortch,ARI,14,25,WR,WR97,296
293,14,Indianapolis Colts,IND,11,null,DST,DST29,297
294,14901,Kyle Juszczyk,SF,9,33,FB,RB81,298
295,23490,Jelani Woods,IND,11,25,TE,TE34,299
296,34,Tennessee Titans,TEN,7,null,DST,DST30,300
297,2,Atlanta Falcons,ATL,11,null,DST,DST31,301
298,19972,Mike White,MIA,10,29,QB,QB36,302
299,24336,Jacob Copeland,MIN,13,24,WR,WR98,303
300,22566,Calvin Austin III,PIT,6,25,WR,WR99,304
301,23304,Cade York,TEN,7,23,K,K20,305
302,12841,Andy Dalton,CAR,7,36,QB,QB37,306
303,22560,Keaontay Ingram,ARI,14,24,RB,RB82,307
304,23134,Cade Otton,TB,5,25,TE,TE35,308
305,19318,Kendrick Bourne,NE,11,28,WR,WR100,309
306,21765,JaMycal Hasty,JAX,9,27,RB,RB83,310
307,23847,Zonovan Knight,DET,9,23,RB,RB84,311
308,21952,Rico Dowdle,DAL,7,26,RB,RB85,312
309,23093,Jake Verity,TB,5,26,K,K21,313
310,22505,Davis Mills,HOU,7,25,QB,QB38,314
311,13,Houston Texans,HOU,7,null,DST,DST32,315
312,22647,Chris Evans,CIN,7,26,RB,RB86,316
313,20039,Boston Scott,PHI,10,29,RB,RB87,317
314,16855,Ty Montgomery II,NE,11,31,WR,WR101,318
315,24173,Michael Wilson,ARI,14,24,WR,WR102,319
316,20144,Michael Badgley,DET,9,28,K,K22,320
317,13870,Marvin Jones Jr.,DET,9,34,WR,WR103,321
318,23273,Hassan Haskins,TEN,7,24,RB,RB88,322
319,23485,Daniel Bellinger,NYG,13,23,TE,TE36,323
320,16776,Melvin Gordon III,BAL,13,31,RB,RB89,324
321,20990,Trayveon Williams,CIN,7,26,RB,RB90,325
322,24217,Trey Palmer,TB,5,23,WR,WR104,326
323,24172,Puka Nacua,LAR,10,22,WR,WR105,327
324,19491,Robert Tonyan,CHI,13,30,TE,TE37,328
325,16656,Logan Thomas,WAS,14,32,TE,TE38,329
326,23422,Jalen Pitre,HOU,7,24,S,DB1,330
327,21156,John Lovett,MIA,10,28,FB,RB91,331
328,19861,Ronald Jones,DAL,7,26,RB,RB92,332
329,18018,Jacoby Brissett,WAS,14,31,QB,QB39,334
330,11047,Colt McCoy,ARI,14,37,QB,QB40,335
331,23148,David Bell,CLE,5,23,WR,WR106,336
332,19827,Roquan Smith,BAL,13,27,ILB,LB1,338
333,24463,Julian Hill,MIA,10,23,TE,TE39,339
334,21734,Nick Westbrook-Ikhine,TEN,7,27,WR,WR107,340
335,17179,Taylor Heinicke,ATL,11,31,QB,QB41,341
336,20880,Gardner Minshew II,IND,11,28,QB,QB42,342
337,20500,Darrel Williams,NO,11,29,RB,RB93,343
338,20057,Auden Tate,ARI,14,27,WR,WR108,344
339,21810,Tyler Huntley,BAL,13,26,QB,QB43,345
340,24178,Israel Abanikanda,NYJ,7,21,RB,RB94,346
341,19854,Dante Pettis,CHI,13,28,WR,WR109,347
342,20149,Eddy Piñeiro,CAR,7,28,K,K23,348
343,17963,Austin Hooper,LV,13,29,TE,TE40,349
344,18478,Wil Lutz,DEN,9,29,K,K24,350
345,19043,Isaiah McKenzie,IND,11,29,WR,WR110,351
346,11488,Jimmy Graham,NO,11,37,TE,TE41,352
347,16191,Chris Boswell,PIT,6,33,K,K25,354
348,19812,Sam Darnold,SF,9,26,QB,QB44,355
349,24902,Brandon Aubrey,DAL,7,29,K,K26,356
350,22603,Ty Fryfogle,KC,10,25,WR,WR111,357
351,13227,Randall Cobb,NYJ,7,33,WR,WR112,358
352,17961,Sterling Shepard,NYG,13,31,WR,WR113,359
353,24008,Troy Hairston,HOU,7,25,FB,RB95,360
354,549,Matt Prater,ARI,14,39,K,K27,361
355,19891,Fred Warner,SF,9,27,LB,LB2,362
356,22494,Kyle Trask,TB,5,26,QB,QB45,363
357,23763,Brandon Johnson,DEN,9,25,WR,WR114,364
358,18422,Kalif Raymond,DET,9,29,WR,WR115,365
359,19922,Justin Watson,KC,10,29,WR,WR116,366
360,23652,Caleb Shudak,TEN,7,26,K,K28,367
361,23364,Jordan Mason,SF,9,24,RB,RB96,368
362,20053,Kyle Allen,BUF,13,28,QB,QB46,369
363,24351,Stetson Bennett,LAR,10,26,QB,QB47,370
364,24349,A.T. Perry,NO,11,24,WR,WR117,371
365,21717,Jauan Jennings,SF,9,26,WR,WR118,372
366,24288,Luke Schoonmaker,DAL,7,25,TE,TE42,373
367,16763,Marcus Mariota,PHI,10,30,QB,QB48,374
368,24365,Deneric Prince,KC,10,24,RB,RB97,375
369,23195,Eric Gray,NYG,13,24,RB,RB98,376
370,23237,Chris Rodriguez Jr.,WAS,14,23,RB,RB99,377
371,19017,Josh Reynolds,DET,9,29,WR,WR119,378
372,16928,Michael Burton,DEN,9,32,FB,RB100,379
373,23267,Bailey Zappe,NE,11,25,QB,QB49,380
374,24371,Anders Carlson,GB,6,25,K,K29,381
375,23463,Kyle Philips,TEN,7,24,WR,WR120,382
376,21721,Devin Duvernay,BAL,13,26,WR,WR121,383
377,22627,Ronnie Bell,SF,9,24,WR,WR122,384
378,19072,Alex Armah,WAS,14,30,RB,RB101,385
379,20717,Tristan Vizcaino,DAL,7,27,K,K30,386
380,21794,Albert Okwuegbunam,PHI,10,26,TE,TE43,387
381,24079,Lucas Havrisik,CLE,5,24,K,K31,388
382,22547,Ronnie Rivers,LAR,10,25,RB,RB102,389
383,20884,Foster Moreau,NO,11,27,TE,TE44,390
384,21542,Chase McLaughlin,TB,5,28,K,K32,391
385,22602,Tutu Atwell,LAR,10,24,WR,WR123,392
386,24339,Jake Bobo,SEA,5,25,WR,WR124,393
387,19950,Will Dissly,SEA,5,27,TE,TE45,394
388,22495,Zach Wilson,NYJ,7,24,QB,QB50,395
389,20081,Trent Sherfield Sr.,BUF,13,28,WR,WR125,396
390,21957,Quez Watkins,PHI,10,25,WR,WR126,397
391,16917,C.J. Uzomah,NYJ,7,31,TE,TE46,398
392,22631,Blake Proehl,MIN,13,25,WR,WR127,399
393,24373,Kenny McIntosh,SEA,5,24,RB,RB103,400
394,21105,Elliott Fry,DEN,9,29,K,K33,401
395,18030,Chris Moore,TEN,7,30,WR,WR128,402
396,22533,Demetric Felton,CIN,7,25,RB,RB104,403
397,19943,Durham Smythe,MIA,10,28,TE,TE47,405
398,22590,Ben Skowronek,LAR,10,26,WR,WR129,406
399,19080,Noah Brown,HOU,7,28,WR,WR130,407
400,18003,Kenyan Drake,IND,11,30,RB,RB105,409
401,20679,KhaDarel Hodge,ATL,11,29,WR,WR131,410
402,21788,Ke'Shawn Vaughn,TB,5,27,RB,RB106,411
403,12831,Tyrod Taylor,NYG,13,34,QB,QB51,412
404,18215,Ka'imi Fairbairn,HOU,7,30,K,K34,413
405,18652,C.J. Ham,MIN,13,30,FB,RB107,414
406,21263,Trenton Irwin,CIN,7,28,WR,WR132,415
407,21785,Noah Gray,KC,10,25,TE,TE48,416
408,18811,Mitchell Trubisky,PIT,6,29,QB,QB52,417
409,23145,C.J. Johnson,SEA,5,23,WR,WR133,418
410,21593,D'Ernest Johnson,JAX,9,28,RB,RB108,420
411,19548,Corey Clement,ARI,14,29,RB,RB109,421
412,19461,Cooper Rush,DAL,7,30,QB,QB53,422
413,23487,Connor Heyward,PIT,6,25,TE,TE49,423
414,20038,Braxton Berrios,MIA,10,28,WR,WR134,424
415,23298,Raheem Blackshear,CAR,7,25,RB,RB110,425
416,21163,Deonte Harty,BUF,13,26,WR,WR135,426
417,20859,Drew Lock,SEA,5,27,QB,QB54,427
418,22517,Peyton Hendershot,DAL,7,25,TE,TE50,428
419,24180,Demario Douglas,NE,11,23,WR,WR136,429
420,24140,Hendon Hooker,DET,9,26,QB,QB55,430
421,22597,Jalen Tolbert,DAL,7,25,WR,WR137,431
422,23231,Tyler Badie,DEN,9,25,RB,RB111,432
423,14867,Dustin Hopkins,CLE,5,33,K,K35,433
424,22515,Cole Turner,WAS,14,24,TE,TE51,434
425,20905,Donald Parham Jr.,LAC,5,26,TE,TE52,435
426,19209,Patrick Ricard,BAL,13,29,FB,RB112,436
427,21786,Adam Trautman,DEN,9,27,TE,TE53,437
428,21801,Trey Sermon,PHI,10,25,RB,RB113,438
429,21564,Craig Reynolds,DET,9,27,RB,RB114,439
430,24122,Charlie Jones,CIN,7,25,WR,WR138,440
431,19025,Joshua Dobbs,ARI,14,29,QB,QB56,441
432,22600,Johnny Johnson III,HOU,7,25,WR,WR139,443
433,21825,Spencer Brown,CAR,7,25,RB,RB115,444
434,24348,Cedric Tillman,CLE,5,24,WR,WR140,445
435,23604,Montrell Washington,KC,10,25,WR,WR141,446
436,24350,Aidan O'Connell,LV,13,25,QB,QB57,447
437,22509,Hunter Long,LAR,10,25,TE,TE54,449
438,20954,Jarrett Stidham,DEN,9,27,QB,QB58,450
439,16301,Cairo Santos,CHI,13,32,K,K36,451
440,17009,Trevor Siemian,CIN,7,32,QB,QB59,452
441,19917,Antonio Callaway,DAL,7,27,WR,WR142,453
442,23121,Kayshon Boutte,NE,11,22,WR,WR143,454
443,24464,Xazavian Valladay,NYJ,7,25,RB,RB116,455
444,23226,Charleston Rambo,PHI,10,24,WR,WR144,456
445,22604,Tylan Wallace,BAL,13,25,WR,WR145,457
446,24476,Sean Clifford,GB,6,25,QB,QB60,458
447,22561,Kennedy Brooks,PHI,10,25,RB,RB117,459
448,23659,Tay Martin,SF,9,26,WR,WR146,460
449,22575,Amari Rodgers,IND,11,24,WR,WR147,461
450,23287,B.J. Baylor,ATL,11,25,RB,RB118,462
451,21807,Colby Parkinson,SEA,5,25,TE,TE55,463
452,22555,Jermar Jefferson,DET,9,24,RB,RB119,464
453,24221,Justin Shorter,BUF,13,24,WR,WR148,465
454,23470,Trestan Ebner,CHI,13,25,RB,RB120,466
455,23838,Daylen Baldwin,CLE,5,24,WR,WR149,467
456,22672,Gary Brightwell,NYG,13,25,RB,RB121,469
457,24279,Malik Cunningham,NE,11,25,QB,QB61,470
458,22609,Shi Smith,CAR,7,25,WR,WR150,471
