Rank,PlayerID,Name,Team,ByeWeek,Age,Position,PositionRank,AverageDraftPositionPPR
447,13741,Brandon Bolden,NE,10,34,RB,RB125,397
448,19209,Patrick Ricard,BAL,8,29,FB,RB126,398
449,18900,Mo Alie-Cox,IND,6,30,TE,TE57,399
450,19599,Trey Edmunds,PIT,7,29,RB,RB127,400
451,18652,C.J. Ham,MIN,12,30,FB,RB128,401
452,16395,Xavier Grimble,PIT,7,31,TE,TE58,402
453,15866,Josh Hill,NO,9,34,TE,TE59,403
454,19961,Ray-Ray McCloud,CAR,7,27,WR,WR183,404
455,14985,Ryan Griffin,NYJ,4,34,TE,TE60,405
456,20881,Dillon Mitchell,MIN,12,27,WR,WR184,406
457,19032,T.J. Logan,TB,7,29,RB,RB129,407
458,21115,Juwann Winfree,DEN,10,27,WR,WR185,408
459,20935,Jordan Scarlett,CAR,7,28,RB,RB130,409
460,15305,Demetrius Harris,CLE,7,32,TE,TE61,410
461,17217,Raheem Mostert,SF,4,32,RB,RB131,411
462,16931,Nick Boyle,BAL,8,31,LS,LS1,412
463,19033,Brian Hill,ATL,9,28,RB,RB132,413
464,19072,Alex Armah,CAR,7,30,RB,RB133,414
465,18080,Trevor Davis,GB,11,30,WR,WR186,415
466,19205,Taquan Mizzell,CHI,6,30,RB,RB134,416
467,19276,Austin Carr,NO,9,30,WR,WR187,417
468,20038,Braxton Berrios,NYJ,4,28,WR,WR188,418
469,18993,Samaje Perine,CIN,9,28,RB,RB135,419
470,16933,James O'Shaughnessy,JAX,10,32,TE,TE62,420
471,16816,Maxx Williams,ARI,12,30,TE,TE63,421
472,20990,Trayveon Williams,CIN,9,26,RB,RB136,422
473,20837,Ty Johnson,DET,5,26,RB,RB137,423
474,20566,Dontrell Hilliard,CLE,7,29,RB,RB138,424
475,16534,Roosevelt Nix,PIT,7,32,FB,RB139,425
476,20013,Cedrick Wilson Jr.,DAL,8,28,WR,WR189,426
477,19903,Jordan Akins,HOU,10,32,TE,TE64,427
478,20020,Jordan Thomas,HOU,10,27,LB,LB1,428
479,20077,Richie James,SF,4,28,WR,WR190,429
480,17050,Thomas Rawls,JAX,10,30,RB,RB140,430
481,13856,Deonte Thompson,NYJ,4,35,WR,WR191,431
482,20859,Drew Lock,DEN,10,27,QB,QB37,432
483,20360,Jeff Wilson Jr.,SF,4,28,RB,RB141,433
484,20679,KhaDarel Hodge,CLE,7,29,WR,WR192,434
485,19314,Isaac Whitney,HOU,10,29,WR,WR193,435
486,19957,John Kelly Jr.,LAR,9,27,RB,RB142,436
487,20904,Devine Ozigbo,JAX,10,27,RB,RB143,438
488,16116,AJ McCarron,HOU,10,33,QB,QB38,439
489,20974,Kahale Warring,HOU,10,27,TE,TE65,440
490,18253,D.J. Foster,ARI,12,30,RB,RB144,441
491,20506,Tanner Hudson,TB,7,29,TE,TE66,442
492,18256,Byron Marshall,BUF,6,30,RB,RB145,443
493,13987,Dwayne Allen,MIA,5,34,TE,TE67,444
494,14867,Dustin Hopkins,WAS,10,33,K,K17,445
495,19989,Daniel Carlson,LV,6,29,K,K18,446
496,16644,Chandler Catanzaro,NYJ,4,33,K,K19,447
497,19238,Taysom Hill,NO,9,33,QB,QB39,448
498,20057,Auden Tate,CIN,9,27,WR,WR194,449
499,18645,Aldrick Rosas,NYG,11,29,K,K20,450
500,12594,Stephen Hauschka,BUF,6,38,K,K21,451
501,11345,Logan Paulsen,HOU,10,37,TE,TE68,452
502,14786,Patrick DiMarco,BUF,6,35,FB,RB146,453
503,16768,Kevin White,ARI,12,30,WR,WR195,454
504,20976,Mike Weber,DAL,8,26,RB,RB147,455
505,18717,Marvin Hall,CHI,6,31,WR,WR196,456
506,20988,Preston Williams,MIA,5,27,WR,WR197,457
507,14445,Rhett Ellison,NYG,11,35,TE,TE69,458
508,14996,Brandon McManus,DEN,10,32,K,K22,459
509,8750,Ryan Succop,TEN,11,37,K,K23,460
510,13016,Virgil Green,LAC,12,35,TE,TE70,461
511,16191,Chris Boswell,PIT,7,33,K,K24,462
512,14789,Jamize Olawale,DAL,8,35,FB,RB148,463
513,12787,Nick Bellore,SEA,11,35,LB,LB2,464
514,21071,Greg Dortch,NYJ,4,25,WR,WR198,465
515,10333,Graham Gano,CAR,7,37,K,K25,467
516,14424,Brian Quick,WAS,10,34,WR,WR199,468
517,18152,Dwayne Washington,NO,9,30,RB,RB149,469
518,17139,Josh Lambo,JAX,10,33,K,K26,470
519,20033,Jason Sanders,MIA,5,28,K,K27,471
520,19079,Zane Gonzalez,ARI,12,29,K,K28,472
521,13961,Randy Bullock,CIN,9,34,K,K29,473
522,17223,Eric Tomlinson,NYG,11,32,TE,TE71,474
523,18057,Seth DeValve,JAX,10,31,TE,TE72,475
524,17070,Darius Jennings,TEN,11,31,WR,WR200,476
525,19779,Brandon Zylstra,CAR,7,31,WR,WR201,477
526,11565,Andre Roberts,BUF,6,36,WR,WR202,478
527,16378,Keith Smith,ATL,9,32,FB,RB150,479
528,19755,River Cracraft,DEN,10,29,WR,WR203,480
529,20325,Greg Joseph,CLE,7,29,K,K30,481
530,20040,Trenton Cannon,NYJ,4,29,RB,RB151,482
531,13063,Taiwan Jones,HOU,10,35,RB,RB152,483
532,20769,Matt Gay,TB,7,30,K,K31,484
533,3061,Marcedes Lewis,GB,11,40,TE,TE73,485
534,18973,C.J. Beathard,SF,4,30,QB,QB40,486
535,19981,Daurice Fountain,IND,6,28,WR,WR204,487
536,15378,Levine Toilolo,SF,4,32,TE,TE74,488
537,18654,KJ Brent,TB,7,30,WR,WR205,489
538,16878,Blake Bell,KC,12,32,TE,TE75,490
539,15185,Kenjon Barner,ATL,9,35,RB,RB153,491
540,13370,Luke Stocker,ATL,9,35,TE,TE76,492
541,20977,Trevon Wesco,NYJ,4,28,TE,TE77,493
542,18868,DeShone Kizer,LV,6,28,QB,QB41,494
543,18209,Marcus Johnson,IND,6,29,WR,WR206,495
544,17219,Daniel Brown,NYJ,4,31,TE,TE78,496
545,16954,Nick O'Leary,MIA,5,31,TE,TE79,497
546,16301,Cairo Santos,TEN,11,32,K,K32,498
547,16946,Geremy Davis,LAC,12,32,WR,WR207,499
548,20529,Cam Sims,WAS,10,28,WR,WR208,500
549,20836,Bisi Johnson,MIN,12,27,WR,WR209,501
550,19060,Shelton Gibson,PHI,10,29,WR,WR210,502
551,18157,Charone Peake,NYJ,4,31,WR,WR211,503
552,16245,Blake Bortles,LAR,9,32,QB,QB42,504
553,16903,MyCole Pruitt,TEN,11,32,TE,TE80,505
554,18999,Jordan Leggett,TB,7,29,TE,TE81,506
555,19959,Jordan Lasley,DET,5,27,WR,WR212,507
556,13386,Lance Kendricks,NE,10,36,TE,TE82,508
557,20880,Gardner Minshew II,JAX,10,28,QB,QB43,509
558,19529,Justin Davis,LAR,9,28,RB,RB154,510
559,19925,Jaleel Scott,BAL,8,29,WR,WR213,511
560,19361,Marcus Kemp,KC,12,28,WR,WR214,512
561,20149,Eddy Piñeiro,CHI,6,28,K,K33,513
562,18115,Derek Watt,LAC,12,31,FB,RB155,515
563,16989,Marcus Murphy,BUF,6,32,RB,RB156,516
564,19021,Chad Hansen,HOU,10,29,WR,WR215,517
565,15640,Derek Carrier,LV,6,33,TE,TE83,518
566,20150,Byron Pringle,KC,12,30,WR,WR216,519
567,14478,Michael Floyd,BAL,8,34,WR,WR217,520
568,20830,Anthony Johnson,TB,7,29,WR,WR218,521
569,19920,Dalton Schultz,DAL,8,27,TE,TE84,522
570,21105,Elliott Fry,BAL,8,29,K,K34,524
571,18587,Jason Vander Laan,CAR,7,31,TE,TE85,525
572,13799,Ryan Tannehill,TEN,11,35,QB,QB44,526
573,12982,Blaine Gabbert,TB,7,34,QB,QB45,527
574,14257,Robert Griffin III,BAL,8,34,QB,QB46,528
575,19206,Ricky Ortiz,ATL,9,30,FB,RB157,529
576,20018,Nick Bawden,DET,5,27,FB,RB158,530
577,19015,Jehu Chesson,WAS,10,31,WR,WR219,531
578,13117,Dwayne Harris,LV,6,36,WR,WR220,532
579,12831,Tyrod Taylor,LAC,12,34,QB,QB47,533
580,19330,Nick Mullens,SF,4,29,QB,QB48,534
581,16853,Jeff Heuerman,DEN,10,31,TE,TE86,535
582,20884,Foster Moreau,LV,6,27,TE,TE87,536
583,18104,Nate Sudfeld,PHI,10,30,QB,QB49,537
584,20931,Drew Sample,CIN,9,28,TE,TE88,538
585,18123,Jeff Driskel,CIN,9,31,QB,QB50,539
586,16907,Brett Hundley,ARI,12,30,QB,QB51,540
587,20779,Will Grier,CAR,7,29,QB,QB52,541
588,19296,Anthony Firkser,TEN,11,29,TE,TE89,542
589,20039,Boston Scott,PHI,10,29,RB,RB159,543
590,18764,Troymaine Pope,LAC,12,30,RB,RB160,544
591,18041,Tyler Ervin,JAX,10,30,RB,RB161,545
592,17009,Trevor Siemian,NYJ,4,32,QB,QB53,546
593,20562,De'Lance Turner,BAL,8,28,RB,RB162,547
594,20759,Ryan Finley,CIN,9,29,QB,QB54,548
595,9902,Chase Daniel,CHI,6,37,QB,QB55,549
596,20472,Shaun Wilson,WAS,10,28,RB,RB163,550
597,18488,Tra Carson,GB,11,31,RB,RB164,551
598,18401,Tommylee Lewis,DET,5,31,WR,WR221,552
599,21114,Austin Seibert,CLE,7,27,K,K35,553
600,20327,Roc Thomas,JAX,10,28,RB,RB165,554
601,16497,Teddy Bridgewater,NO,9,31,QB,QB56,555
602,14855,Matt Barkley,BUF,6,33,QB,QB57,556
603,19065,Jeremy McNichols,TEN,11,28,RB,RB166,557
604,16327,Scott Simonson,NYG,11,32,TE,TE90,558
605,16928,Michael Burton,NO,9,32,FB,RB167,559
606,11047,Colt McCoy,WAS,10,37,QB,QB58,560
607,18997,Jake Butt,DEN,10,28,TE,TE91,561
608,18073,Jonathan Williams,IND,6,30,RB,RB168,562
609,19943,Durham Smythe,MIA,5,28,TE,TE92,563
610,17966,Cody Kessler,PHI,10,31,QB,QB59,564
611,17929,Paxton Lynch,SEA,11,30,QB,QB60,565
612,18099,Keenan Reynolds,SEA,11,29,WR,WR222,566
613,19850,Mason Rudolph,PIT,7,28,QB,QB61,567
614,19335,Antony Auclair,TB,7,30,TE,TE93,568
615,16831,Jaelen Strong,CLE,7,31,WR,WR223,569
616,18241,Johnny Holton,PIT,7,32,WR,WR224,570
617,18262,Stephen Anderson,NE,10,31,TE,TE94,571
618,19078,Matt Dayes,NO,9,29,RB,RB169,572
619,18229,Ben Braunecker,CHI,6,30,TE,TE95,573
620,20770,Zach Gentry,PIT,7,27,TE,TE96,574
621,20478,Darvin Kidsy,WAS,10,29,WR,WR225,575
622,19491,Robert Tonyan,GB,11,30,TE,TE97,576
623,16441,Senorise Perry,BUF,6,32,RB,RB170,577
624,19659,Dan Arnold,NO,9,29,TE,TE98,578
625,18105,David Morgan,MIN,12,31,TE,TE99,579
626,20946,Kaden Smith,SF,4,27,TE,TE100,580
627,20993,Caleb Wilson,ARI,12,27,TE,TE101,581
628,19668,Lance Lenoir,DAL,8,29,WR,WR226,582
629,18422,Kalif Raymond,TEN,11,29,WR,WR227,583
630,17964,Braxton Miller,CLE,7,31,WR,WR228,584
631,20511,Chris Lacy,DET,5,28,WR,WR229,585
632,18283,Hunter Sharp,CIN,9,30,WR,WR230,586
633,8358,Brian Hoyer,IND,6,38,QB,QB62,587
634,20957,Tommy Sweeney,BUF,6,28,TE,TE102,588
635,18114,Danny Vitale,GB,11,30,FB,RB171,589
636,16656,Logan Thomas,DET,5,32,TE,TE103,590
637,2405,Chad Henne,KC,12,38,QB,QB63,591
638,19035,Eric Saubert,NE,10,30,TE,TE104,592
639,19988,Tyler Conklin,MIN,12,28,TE,TE105,593
640,16850,Sean Mannion,MIN,12,32,QB,QB64,594
641,19461,Cooper Rush,DAL,8,30,QB,QB65,595
642,16211,Tom Savage,DET,5,34,QB,QB66,596
643,16829,Clive Walford,MIA,5,32,TE,TE106,597
644,17762,Chris Manhertz,CAR,7,32,TE,TE107,598
645,4737,Drew Stanton,CLE,7,40,QB,QB67,599
646,17179,Taylor Heinicke,CAR,7,31,QB,QB68,600
647,20865,Alizé Mack,NO,9,27,TE,TE108,601
648,21497,C.J. Conrad,NYG,11,28,TE,TE109,602
649,20893,Isaac Nauta,DET,5,27,TE,TE110,603
650,16111,Ryan Hewitt,TEN,11,33,TE,TE111,604
651,4633,Matt Schaub,ATL,9,42,QB,QB69,605
652,15201,Mike Glennon,LV,6,34,QB,QB70,606
653,19025,Joshua Dobbs,PIT,7,29,QB,QB71,607
654,6739,Alex Smith,WAS,10,40,QB,QB72,608
655,16988,Ben Koyack,JAX,10,31,TE,TE112,609
656,19431,Tanner Gentry,CHI,6,29,WR,WR231,610
657,19306,Keon Hatcher,LV,6,29,WR,WR232,611
658,19317,Victor Bolden,BUF,6,29,WR,WR233,612
659,20599,Cam Phillips,BUF,6,28,WR,WR234,613
660,18468,Joshua Perkins,PHI,10,30,TE,TE113,614
661,18133,Rico Gathers,CLE,7,30,TE,TE114,615
662,20874,Trace McSorley,BAL,8,28,QB,QB73,616
663,19559,Sean Culkin,LAC,12,30,TE,TE115,617
664,17750,Ross Travis,IND,6,31,TE,TE116,618
665,19098,Isaiah Ford,MIA,5,28,WR,WR235,619
666,20145,Allen Lazard,GB,11,28,WR,WR236,620
667,19281,Jacob Hollister,SEA,11,30,TE,TE117,621
668,16798,Devin Smith,DAL,8,32,WR,WR237,622
669,18660,Maxwell McCaffrey,SF,4,30,WR,WR238,623
670,18039,Pharoh Cooper,CIN,9,29,WR,WR239,624
671,20684,Malik Turner,SEA,11,28,WR,WR240,625
672,19212,Tim White,NYJ,4,29,WR,WR241,626
673,18445,Mike Thomas,LAR,9,29,WR,WR242,627
674,15725,Brittan Golden,NYG,11,35,WR,WR243,628
675,19129,Khalfani Muhammad,DEN,10,29,RB,RB172,629
676,19067,Jeremy Sprinkle,WAS,10,29,TE,TE118,630
677,20332,Deon Yelder,KC,12,29,TE,TE119,631
678,17141,Damiere Byrd,ARI,12,31,WR,WR244,632
679,20341,Quadree Henderson,JAX,10,27,WR,WR245,633
680,20310,JJ Jones,NYJ,4,31,WR,WR246,634
681,15659,Rashad Ross,CAR,7,34,WR,WR247,635
682,17269,DeAndrew White,CAR,7,32,WR,WR248,636
683,20588,Chris Warren III,LV,6,27,RB,RB173,637
684,14895,Geno Smith,SEA,11,33,QB,QB74,638
685,20025,Tanner Lee,JAX,10,29,QB,QB75,639
686,7651,Matthew Slater,NE,10,38,WR,WR249,640
687,19403,Krishawn Hogan,IND,6,29,WR,WR250,641
688,16621,Garrett Gilbert,CLE,7,32,QB,QB76,642
689,20170,Jawill Davis,GB,11,29,WR,WR251,643
690,21139,Marcus Green,ATL,9,27,WR,WR252,644
691,20624,Robert Martin,NYG,11,28,RB,RB174,645
692,21227,Andrew Beck,DEN,10,28,FB,RB175,646
693,19029,Nathan Peterman,LV,6,30,QB,QB77,647
694,18735,Sam Ficken,GB,11,31,K,K36,648
695,20053,Kyle Allen,CAR,7,28,QB,QB78,649
696,20823,Tyree Jackson,BUF,6,26,TE,TE120,650
697,16430,David Fales,DET,5,33,QB,QB79,651
698,18108,Jake Rudock,MIA,5,31,QB,QB80,652
699,18525,Joe Callahan,BAL,8,30,QB,QB81,653
700,20004,Luke Falk,NYJ,4,29,QB,QB82,654
701,12083,Derek Anderson,BUF,6,40,QB,QB83,655
702,16836,Garrett Grayson,DEN,10,32,QB,QB84,656
703,19972,Mike White,DAL,8,29,QB,QB85,657
704,19475,Kyle Sloter,MIN,12,30,QB,QB86,658
705,18079,Kevin Hogan,DEN,10,31,QB,QB87,659
706,18907,Davis Webb,NYJ,4,29,QB,QB88,660
707,19913,Kyle Lauletta,NYG,11,29,QB,QB89,661
708,15126,Theo Riddick,DEN,10,33,RB,RB176,662
709,19111,Elijah Hood,JAX,10,28,RB,RB177,663
710,15010,Kerwynn Williams,NO,9,32,RB,RB178,664
711,16273,Kapri Bibbs,GB,11,31,RB,RB179,665
712,20106,Ryan Nall,CHI,6,28,RB,RB180,666
713,16867,Jeremy Langford,ATL,9,32,RB,RB181,667
714,20012,Bo Scarbrough,SEA,11,27,RB,RB182,668
715,19090,Devante Mays,JAX,10,29,RB,RB183,669
716,13460,Doug Baldwin,SEA,11,35,WR,WR253,670
717,16664,Bruce Ellington,NE,10,32,WR,WR254,671
718,19198,Quincy Adeboyejo,NYJ,4,28,WR,WR255,672
719,19131,Robert Davis,WAS,10,29,WR,WR256,673
720,18036,Ricardo Louis,MIA,5,30,WR,WR257,674
721,19100,Stacy Coley,NYJ,4,30,WR,WR258,675
722,20296,Jester Weah,HOU,10,29,WR,WR259,676
723,19420,Brandon Reilly,PIT,7,30,WR,WR260,677
724,19010,Michael Roberts,GB,11,30,TE,TE121,678
725,18094,Temarrick Hemingway,CAR,7,30,TE,TE122,679
726,19219,Cethan Carter,CIN,9,28,TE,TE123,680
727,16759,Jerome Cunningham,DET,5,32,TE,TE124,681
728,18522,Cole Wick,TEN,11,30,TE,TE125,682
729,20660,Austin Roberts,LAC,12,28,TE,TE126,683
730,19176,Darrell Daniels,ARI,12,29,TE,TE127,684
731,19973,Troy Fumagalli,DEN,10,29,TE,TE128,685
732,19075,Mason Schreck,CIN,9,30,TE,TE129,686
733,20069,Ryan Izzo,NE,10,28,TE,TE130,687
734,18101,Jerell Adams,HOU,10,31,TE,TE131,688
735,17182,Gabe Holmes,IND,6,33,TE,TE132,689
736,19326,Cole Hikutini,MIN,12,29,TE,TE133,690
737,15190,Ryan Griffin,TB,7,34,QB,QB90,691
738,20037,Danny Etling,ATL,9,29,QB,QB91,692
739,20044,Alex McGough,JAX,10,28,WR,WR261,693
740,20055,Logan Woodside,TEN,11,29,QB,QB92,694
741,11422,Joe Webb,HOU,10,37,QB,QB93,695
742,17971,Cardale Jones,LAC,12,31,QB,QB94,696
743,18118,Brandon Allen,DEN,10,31,QB,QB95,697
744,14971,Landry Jones,LV,6,35,QB,QB96,698
745,15293,Tyler Bray,CHI,6,32,QB,QB97,699
746,19191,P.J. Walker,IND,6,29,QB,QB98,700
747,14868,EJ Manuel,KC,12,34,QB,QB99,701
748,14657,Alex Tanney,NYG,11,36,QB,QB100,702
749,20318,Buddy Howell,HOU,10,28,RB,RB184,703
750,20078,Martez Carter,NO,9,31,RB,RB185,704
751,20166,Ralph Webb,PIT,7,29,RB,RB186,705
752,19024,Donnel Pumphrey,PHI,10,29,RB,RB187,706
753,16955,Malcolm Johnson,GB,11,31,FB,RB188,707
754,20598,Keith Ford,GB,11,30,RB,RB189,708
755,18349,Brandon Wilds,SF,4,30,RB,RB190,709
756,20462,Jalen Tolliver,KC,12,28,WR,WR262,710
757,18129,Aaron Burbridge,DEN,10,30,WR,WR263,711
758,20372,Cameron Batson,TEN,11,28,WR,WR264,712
759,16848,Sammie Coates,KC,12,31,WR,WR265,713
760,19089,Malachi Dupre,LAC,12,28,WR,WR266,714
761,19393,Travin Dural,NO,9,30,WR,WR267,715
762,20107,Simmie Cobbs,NO,9,28,WR,WR268,716
763,20052,Austin Proehl,LAR,9,28,WR,WR269,717
764,19046,Deangelo Yancey,TEN,11,29,WR,WR270,718
765,19398,Carlton Agudosi,PHI,10,30,WR,WR271,719
766,16608,Austin Seferian-Jenkins,NE,10,31,TE,TE134,720
767,15263,Luke Willson,LV,6,34,TE,TE135,721
768,19415,Jason Croom,BUF,6,30,TE,TE136,722
769,16979,Neal Sterling,KC,12,32,WR,WR272,723
770,16491,Richard Rodgers,PHI,10,32,TE,TE137,724
771,20663,Garrett Dickerson,NYG,11,28,TE,TE138,725
772,13861,Orson Charles,DEN,10,33,TE,TE139,726
773,20196,Matt Flanagan,WAS,10,29,TE,TE140,727
774,20264,Jordan Franks,CIN,9,28,TE,TE141,728
775,15247,Darren Fells,HOU,10,38,TE,TE142,729
776,18097,Moritz Böhringer,CIN,9,30,TE,TE143,730
777,19494,Evan Baylis,GB,11,30,TE,TE144,731
778,19165,Johnny Mundt,LAR,9,29,TE,TE145,732
779,17754,Will Tye,PHI,10,32,TE,TE146,733
780,19579,Tyrone Swoopes,SEA,11,29,TE,TE147,734
781,16884,Vince Mayle,LAC,12,32,WR,WR273,735
782,20361,Ross Dwelley,SF,4,29,TE,TE148,736
783,18147,Thomas Duarte,ATL,9,29,TE,TE149,737
784,20370,Donnie Ernsberger,JAX,10,27,TE,TE150,738
785,21093,Chris Blewitt,CHI,6,29,K,K37,739
786,20466,Matthew McCrane,PIT,7,29,K,K38,740
787,20283,Tim Boyle,GB,11,29,QB,QB101,741
788,20089,Kurt Benkert,ATL,9,28,QB,QB102,742
789,20954,Jarrett Stidham,NE,10,27,QB,QB103,743
790,20966,Clayton Thorson,PHI,10,28,QB,QB104,744
791,20953,Easton Stick,LAC,12,28,QB,QB105,745
792,20929,Brett Rypien,DEN,10,27,QB,QB106,746
793,21126,Cullen Gillaspia,HOU,10,29,LB,LB3,747
794,18225,Russell Hansbrough,WAS,10,30,RB,RB191,748
795,20982,Kerrith Whyte Jr.,CHI,6,27,RB,RB192,749
796,20113,Quinton Flowers,CIN,9,29,QB,QB107,750
797,20970,John Ursua,SEA,11,30,WR,WR274,751
798,20775,Terry Godwin,CAR,7,27,WR,WR275,752
799,18184,Alonzo Russell,NYG,11,31,WR,WR276,753
800,18343,Marken Michel,PHI,10,30,WR,WR277,754
801,18409,Mose Frazier,CAR,7,30,WR,WR278,755
802,18716,Garrett Griffin,NO,9,30,TE,TE151,756
803,16559,Marcus Lucas,DAL,8,32,WR,WR279,757
804,20507,Luis Perez,DET,5,29,QB,QB108,758
805,20600,Dalyn Dawkins,TEN,11,29,RB,RB193,759
806,20305,Chase Litton,KC,12,28,QB,QB109,760
807,21363,Kelvin McKnight,DEN,10,27,WR,WR280,761
808,16238,Erik Swoope,LV,6,32,TE,TE152,762
809,21425,Nick Fitzgerald,TB,7,28,QB,QB110,763
810,18897,Chad Kelly,IND,6,30,QB,QB111,764
811,20801,Karan Higdon Jr.,HOU,10,27,RB,RB194,765
812,21081,James Williams,KC,12,null,RB,RB195,766
813,20809,Elijah Holyfield,CAR,7,26,RB,RB196,767
814,20793,Penny Hart,IND,6,27,WR,WR281,768
815,21349,Ashton Dulin,IND,6,27,WR,WR282,769
816,20782,Emanuel Hall,TB,7,27,WR,WR283,770
817,21039,Tyre Brady,JAX,10,29,WR,WR284,771
818,20979,Antoine Wesley,BAL,8,26,WR,WR285,772
819,20122,Jordan Chunn,DAL,8,29,RB,RB197,773
820,21097,Christian Wade,BUF,6,33,RB,RB198,774
821,20171,Davon Grayson,KC,12,28,WR,WR286,775
822,18408,Jordan Williams-Lambert,CHI,6,30,WR,WR287,776
823,20682,Blake Jackson,CLE,7,30,WR,WR288,777
824,19732,Rashard Davis,KC,12,28,WR,WR289,778
825,21106,Ishmael Hyman,CLE,7,28,WR,WR290,779
826,20963,Cody Thompson,KC,12,28,WR,WR291,780
827,19280,Cody Hollister,TEN,11,30,WR,WR292,781
828,20922,Dax Raymond,CHI,6,29,TE,TE153,782
829,17004,Tre McBride,JAX,10,31,WR,WR293,783
830,21593,D'Ernest Johnson,CLE,7,28,RB,RB199,784
831,20860,DaMarkus Lodge,TB,7,27,WR,WR294,785
832,19304,Pharaoh Brown,CLE,7,30,TE,TE154,786
833,21023,Alex Barnes,TEN,11,27,RB,RB200,787
834,18924,Adoree' Jackson,TEN,11,28,CB,DB1,788
835,18576,Andrew Adams,DET,5,31,SS,DB2,789
836,20972,D'Andre Walker,TEN,11,27,OLB,LB4,790
837,18932,DeMarcus Walker,DEN,10,29,DE,DL1,791
838,19830,Denzel Ward,CLE,7,27,CB,DB3,792
839,18333,Austin Johnson,TEN,11,30,DT,DL2,793
840,15441,Abry Jones,JAX,10,32,NT,DL3,794
841,12063,Dekoda Watson,DEN,10,36,OLB,LB5,795
842,20981,Devin White,TB,7,26,LB,LB6,796
843,20570,Darious Williams,LAR,9,31,CB,DB4,797
844,16888,Damien Wilson,KC,12,30,LB,LB7,798
845,21123,Donovan Wilson,DAL,8,29,S,DB5,799
846,19020,Deatrich Wise Jr.,NE,10,29,DE,DL4,800
847,14059,Derek Wolfe,DEN,10,34,DE,DL5,801
848,18007,Daryl Worley,LV,6,29,DB,DB6,802
849,19493,Eli Ankou,JAX,10,29,DT,DL6,803
850,15122,Ziggy Ansah,SEA,11,34,DE,DL7,804
851,17950,Eli Apple,NO,9,28,CB,DB7,805
852,20674,Adonis Alexander,WAS,10,27,CB,DB8,806
853,16902,Adrian Amos,GB,11,31,S,DB9,807
854,21099,Andrew Ankrah,WAS,10,27,DE,DL8,808
855,18964,Alex Anzalone,NO,9,29,LB,LB8,809
856,16778,Arik Armstead,SF,4,30,DL,DL9,810
857,20035,Ade Aruna,MIN,12,30,DE,DL10,811
858,19927,Anthony Averett,BAL,8,29,CB,DB10,812
859,20750,Emeke Egbule,LAC,12,27,OLB,LB9,813
860,20094,Emmanuel Ellerbee,SEA,11,27,OLB,LB10,814
861,19896,Arden Key,LV,6,28,OLB,LB11,815
862,17008,Akeem King,SEA,11,31,CB,DB11,816
863,15186,A.J. Klein,NO,9,32,ILB,LB12,817
864,16620,E.J. Gaines,BUF,6,32,CB,DB12,818
865,16800,Eddie Goldman,CHI,6,30,DL,DL11,819
866,11414,Everson Griffen,MIN,12,36,DE,DL12,820
867,16840,Eli Harold,PHI,10,30,OLB,LB13,821
868,17899,Erik Harris,LV,6,34,S,DB13,822
869,19004,Eddie Jackson,CHI,6,30,DB,DB14,823
870,16806,Eric Kendricks,MIN,12,32,LB,LB14,824
871,19101,Elijah Lee,SF,4,28,LB,LB15,825
872,18029,Eric Murray,CLE,7,30,S,DB15,826
873,17264,Efe Obada,CAR,7,32,DE,DL13,827
874,17958,Emmanuel Ogbah,KC,12,30,DE,DL14,828
875,20898,Ed Oliver,BUF,6,26,DT,DL15,829
876,20488,Austin Larkin,ATL,9,29,DE,DL16,830
877,14767,Anthony Levine Sr.,BAL,8,37,DB,DB16,831
878,16670,Aaron Lynch,CHI,6,31,OLB,LB16,832
879,15242,Eric Reid,CAR,7,32,SS,DB17,833
880,18130,Elandon Roberts,NE,10,30,LB,LB17,834
881,16808,Eric Rowe,MIA,5,31,S,DB18,835
882,21117,E.J. Speed,IND,6,28,LB,LB18,836
883,11612,Earl Thomas III,BAL,8,35,FS,DB19,837
884,20088,Ezekiel Turner,ARI,12,27,ILB,LB19,838
885,18967,Eddie Vanderdoes,LV,6,29,NT,DL17,839
886,7243,Eric Weddle,LAR,9,39,FS,DB20,840
887,19273,Eric Wilson,MIN,12,29,LB,LB20,841
888,18426,Eddie Yarbrough,BUF,6,31,DE,DL18,842
889,19949,Avonte Maddox,PHI,10,28,CB,DB21,843
890,21566,Austin Maloata,WAS,10,28,NT,DL19,844
891,19303,Fadol Brown,GB,11,31,DE,DL20,845
892,20513,A.J. Moore,HOU,10,28,S,DB22,846
893,16824,Frank Clark,KC,12,30,OLB,LB21,847
894,19105,Al-Quadin Muhammad,IND,6,29,DE,DL21,848
895,13721,Fletcher Cox,PHI,10,33,DT,DL22,849
896,19993,Foley Fatukasi,NYJ,4,29,DT,DL23,850
897,20894,Anthony Nelson,TB,7,27,OLB,LB22,851
898,20411,Frankie Luvu,NYJ,4,27,LB,LB23,852
899,18972,Fabian Moreau,WAS,10,30,CB,DB23,853
900,20007,Foyesade Oluokun,ATL,9,28,LB,LB24,854
901,15220,Alec Ogletree,NYG,11,32,ILB,LB25,855
902,15228,Alex Okafor,KC,12,33,DE,DL24,856
903,20903,Amani Oruwariye,DET,5,28,CB,DB24,857
904,19891,Fred Warner,SF,4,27,LB,LB26,858
905,11021,Geno Atkins,CIN,9,36,DT,DL25,859
906,19970,Genard Avery,CLE,7,29,DE,DL26,860
