Rank,PlayerID,Name,Team,ByeWeek,Age,Position,PositionRank,AverageDraftPositionPPR
89,16020,Jarvis Landry,CLE,9,31,WR,WR35,85.5
90,4314,Tom Brady,TB,13,46,QB,QB9,88
91,20932,Deebo Samuel Sr.,SF,11,28,WR,WR36,89.1
92,21077,Diontae Johnson,PIT,4,27,WR,WR37,89.4
93,18032,Tyler Higbee,LAR,9,31,TE,TE9,89.7
94,19319,Matt Breida,MIA,7,29,RB,RB39,90.5
95,21679,CeeDee Lamb,DAL,10,25,WR,WR38,93.2
96,2593,Aaron Rodgers,GB,5,40,QB,QB10,94.3
97,15071,Latavius Murray,NO,6,34,RB,RB40,94.9
98,13870,Marvin Jones Jr.,DET,5,34,WR,WR39,95.1
99,16834,Tevin Coleman,SF,11,31,RB,RB41,96.4
100,20868,Alexander Mattison,MIN,7,25,RB,RB42,96.7
101,19822,Kerryon Johnson,DET,5,26,RB,RB43,97.2
102,17975,Hunter Henry,LAC,6,29,TE,TE10,98
103,11063,Emmanuel Sanders,NO,6,37,WR,WR40,100
104,20790,Damien Harris,NE,5,27,RB,RB44,101.1
104,19919,Chase Edmonds,ARI,8,28,RB,RB45,101.1
106,19801,Josh Allen,BUF,11,27,QB,QB11,101.5
107,16866,Jamison Crowder,NYJ,10,30,WR,WR41,102.6
108,21694,Henry Ruggs III,LV,6,25,WR,WR42,104.5
109,20788,Mecole Hardman Jr.,KC,10,26,WR,WR43,106.1
110,93,San Francisco 49ers,SF,11,null,DST,DST1,106.3
111,19828,Sony Michel,NE,5,29,RB,RB46,107.4
112,17920,Carson Wentz,PHI,9,31,QB,QB12,107.9
113,21686,Jalen Reagor,PHI,9,25,WR,WR44,109.5
114,9038,Matthew Stafford,DET,5,36,QB,QB13,111.3
115,21802,AJ Dillon,GB,5,26,RB,RB47,111.9
116,21692,Jerry Jeudy,DEN,5,25,WR,WR45,112.3
117,20943,Darius Slayton,NYG,11,27,WR,WR46,113.2
118,20798,Darrell Henderson Jr.,LAR,9,26,RB,RB48,114.1
119,8534,Jared Cook,NO,6,37,TE,TE11,115.2
120,19815,Christian Kirk,ARI,8,27,WR,WR47,116.9
121,4807,Adrian Peterson,DET,5,39,RB,RB49,118.4
122,17961,Sterling Shepard,NYG,11,31,WR,WR48,118.9
123,36,Baltimore Ravens,BAL,7,null,DST,DST2,119.3
124,20912,Tony Pollard,DAL,10,27,RB,RB50,119.4
125,28,Pittsburgh Steelers,PIT,4,null,DST,DST3,119.6
125,20753,Noah Fant,DEN,5,26,TE,TE12,119.6
127,20039,Boston Scott,PHI,9,29,RB,RB51,120.1
128,13320,Cam Newton,NE,5,35,QB,QB14,120.7
129,21685,Justin Jefferson,MIN,7,24,WR,WR49,121.5
130,20841,Daniel Jones,NYG,11,26,QB,QB15,125.4
131,37,Buffalo Bills,BUF,11,null,DST,DST4,126.3
132,20863,Bryce Love,WAS,8,26,RB,RB52,126.8
133,19864,Anthony Miller,CHI,11,29,WR,WR50,126.9
134,3943,DeSean Jackson,PHI,9,37,WR,WR51,127.1
135,3807,Ben Roethlisberger,PIT,4,42,QB,QB16,129.5
136,20988,Preston Williams,MIA,7,27,WR,WR52,130.9
137,20145,Allen Lazard,GB,5,28,WR,WR53,131
137,16838,Duke Johnson,HOU,8,30,RB,RB53,131
139,21788,Ke'Shawn Vaughn,TB,13,27,RB,RB54,134.4
140,20743,Ryquell Armstead,JAX,8,27,RB,RB55,135.3
141,21693,Joe Burrow,CIN,9,27,QB,QB17,135.7
142,21747,Brandon Aiyuk,SF,11,26,WR,WR54,135.9
143,38,Chicago Bears,CHI,11,null,DST,DST5,136.7
143,17963,Austin Hooper,CLE,9,29,TE,TE13,136.7
145,20064,Justin Jackson,LAC,6,28,RB,RB56,137.6
146,19912,Nyheim Hines,IND,7,27,RB,RB57,139.9
147,21,New England Patriots,NE,5,null,DST,DST6,140.2
148,16003,Sammy Watkins,KC,10,30,WR,WR55,140.5
149,20805,T.J. Hockenson,DET,5,26,TE,TE14,143.1
150,14688,Justin Tucker,BAL,7,34,K,K1,144.5
151,19790,Baker Mayfield,CLE,9,29,QB,QB18,144.7
152,11611,Golden Tate,NYG,11,35,WR,WR56,145.3
153,19853,Mike Gesicki,MIA,7,28,TE,TE15,146.5
154,17922,Jared Goff,LAR,9,29,QB,QB19,147.2
155,19073,Harrison Butker,KC,10,28,K,K2,147.5
155,84,Los Angeles Chargers,LAC,6,null,DST,DST7,147.5
157,16640,John Brown,BUF,11,34,WR,WR57,149.1
158,15102,Chris Thompson,JAX,8,33,RB,RB58,149.6
159,21744,Michael Pittman Jr.,IND,7,26,WR,WR58,151.7
160,20500,Darrel Williams,KC,10,29,RB,RB59,152.3
160,16510,Jerick McKinnon,SF,11,32,RB,RB60,152.3
162,20950,Benny Snell Jr.,PIT,4,26,RB,RB61,152.9
163,16787,Breshad Perriman,NYJ,10,30,WR,WR59,153
164,18990,Jonnu Smith,TEN,4,28,TE,TE16,153.6
165,15602,Jack Doyle,IND,7,34,TE,TE17,153.7
166,19947,Chris Herndon,NYJ,10,28,TE,TE18,153.9
167,95,Tampa Bay Buccaneers,TB,13,null,DST,DST8,154.2
168,19457,Blake Jarwin,DAL,10,29,TE,TE19,154.4
169,21776,Joshua Kelley,LAC,6,26,RB,RB62,154.5
170,18478,Wil Lutz,NO,6,29,K,K3,155.7
171,11932,LeSean McCoy,TB,13,35,RB,RB63,156
172,14697,Greg Zuerlein,DAL,10,36,K,K4,156.1
173,13799,Ryan Tannehill,TEN,4,35,QB,QB20,156.4
174,16668,Carlos Hyde,SEA,6,33,RB,RB64,156.5
175,16041,Jimmy Garoppolo,SF,11,32,QB,QB21,157.2
176,21005,Parris Campbell,IND,7,26,WR,WR60,158.4
177,20792,N'Keal Harry,NE,5,26,WR,WR61,159
178,20880,Gardner Minshew II,JAX,8,28,QB,QB22,159.2
179,8244,Philip Rivers,IND,7,42,QB,QB23,159.6
180,90,Seattle Seahawks,SEA,6,null,DST,DST9,160.3
181,48,Dallas Cowboys,DAL,10,null,DST,DST10,161
182,18061,DeAndre Washington,KC,10,31,RB,RB65,161.4
183,18914,Mike Williams,LAC,6,29,WR,WR62,161.9
184,1410,Robbie Gould,SF,11,41,K,K5,162.3
185,20859,Drew Lock,DEN,5,27,QB,QB24,162.4
186,5571,Larry Fitzgerald,ARI,8,40,WR,WR63,162.8
187,64,Miami Dolphins,MIA,7,null,DST,DST11,163
188,67,Minnesota Vikings,MIN,7,null,DST,DST12,163.1
189,69,New Orleans Saints,NO,6,null,DST,DST13,163.6
190,18928,Curtis Samuel,CAR,13,27,WR,WR64,163.9
190,18187,Robbie Chosen,CAR,13,31,WR,WR65,163.9
192,21736,Bryan Edwards,LV,6,25,WR,WR66,164.2
193,49,Denver Broncos,DEN,5,null,DST,DST14,166
193,20769,Matt Gay,TB,13,30,K,K6,166
195,55,Kansas City Chiefs,KC,10,null,DST,DST15,167.1
196,34,Tennessee Titans,TEN,4,null,DST,DST16,167.2
197,12,Green Bay Packers,GB,5,null,DST,DST17,167.5
198,7,Cincinnati Bengals,CIN,9,null,DST,DST18,167.6
199,19079,Zane Gonzalez,ARI,8,29,K,K7,167.8
200,549,Matt Prater,DET,5,39,K,K8,167.9
201,32,Los Angeles Rams,LAR,9,null,DST,DST19,168.1
202,8,Cleveland Browns,CLE,9,null,DST,DST20,168.7
203,19565,Younghoe Koo,ATL,10,29,K,K9,168.8
204,26,Philadelphia Eagles,PHI,9,null,DST,DST21,169.1
205,52,Jacksonville Jaguars,JAX,8,null,DST,DST22,169.5
206,13,Houston Texans,HOU,8,null,DST,DST23,170.2
207,14,Indianapolis Colts,IND,7,null,DST,DST24,170.3
208,16191,Chris Boswell,PIT,4,33,K,K10,170.4
209,5,Carolina Panthers,CAR,13,null,DST,DST25,170.8
210,18215,Ka'imi Fairbairn,HOU,8,30,K,K11,172.5
211,19041,Jake Elliott,PHI,9,29,K,K12,173.1
212,14996,Brandon McManus,DEN,5,32,K,K13,173.8
213,13109,Dan Bailey,MIN,7,36,K,K14,173.9
214,18992,Dede Westbrook,JAX,8,30,WR,WR67,175
215,97,Washington Commanders,WAS,8,null,DST,DST26,175.2
216,20924,Hunter Renfrow,LV,6,28,WR,WR68,176
217,14141,Cole Beasley,BUF,11,35,WR,WR69,177
218,17048,Tyrell Williams,LV,6,32,WR,WR70,178
219,19865,James Washington,PIT,4,28,WR,WR71,179
220,13227,Randall Cobb,HOU,8,33,WR,WR72,180
221,9906,Danny Amendola,DET,5,38,WR,WR73,181
222,18879,Corey Davis,TEN,4,29,WR,WR74,182
223,16837,Chris Conley,JAX,8,31,WR,WR75,183
224,19017,Josh Reynolds,LAR,9,29,WR,WR76,184
225,21741,Denzel Mims,NYJ,10,26,WR,WR77,185
226,21400,Steven Sims,WAS,8,27,WR,WR78,186
227,21845,Darrynton Evans,TEN,4,25,RB,RB66,187
228,20006,Russell Gage,ATL,10,28,WR,WR79,188
229,18690,Jalen Richard,LV,6,30,RB,RB67,189
230,17290,Adam Humphries,TEN,4,30,WR,WR80,190
231,19976,Marquez Valdes-Scantling,GB,5,29,WR,WR81,191
232,14187,Alshon Jeffery,PHI,9,34,WR,WR82,192
233,18995,Jamaal Williams,GB,5,29,RB,RB68,193
234,19064,Trent Taylor,SF,11,30,WR,WR83,194
235,20904,Devine Ozigbo,JAX,8,27,RB,RB69,195
236,21690,Tee Higgins,CIN,9,25,WR,WR84,196
237,16790,Phillip Dorsett,SEA,6,31,WR,WR85,197
238,21759,KJ Hamler,DEN,5,24,WR,WR86,198
239,21037,Miles Boykin,BAL,7,27,WR,WR87,199
240,18103,Jakeem Grant Sr.,MIA,7,31,WR,WR88,200
241,5820,Frank Gore,NYJ,10,41,RB,RB70,201
242,18881,John Ross,CIN,9,28,WR,WR89,202
243,14916,Giovani Bernard,CIN,9,32,RB,RB71,203
244,12109,Ted Ginn Jr.,CHI,11,39,WR,WR90,204
245,17141,Damiere Byrd,NE,5,31,WR,WR91,205
246,16728,Dontrelle Inman,WAS,8,35,WR,WR92,206
247,21742,Antonio Gandy-Golden,WAS,8,26,TE,TE20,207
248,14917,Rex Burkhead,NE,5,33,RB,RB72,208
249,14252,Kirk Cousins,MIN,7,35,QB,QB25,209
250,16141,Willie Snead IV,BAL,7,31,WR,WR93,210
251,16311,Derek Carr,LV,6,33,QB,QB26,211
252,19318,Kendrick Bourne,SF,11,28,WR,WR94,212
253,19897,Tre'Quan Smith,NO,6,28,WR,WR95,213
254,14587,Josh Gordon,SEA,6,33,WR,WR96,214
255,19812,Sam Darnold,NYJ,10,26,QB,QB27,215
256,21697,Laviska Shenault Jr.,JAX,8,25,WR,WR97,216
257,21752,Chase Claypool,PIT,4,25,WR,WR98,217
258,20398,Equanimeous St. Brown,GB,5,27,WR,WR99,218
259,16497,Teddy Bridgewater,CAR,13,31,QB,QB28,219
260,19924,Ito Smith,ATL,10,28,RB,RB73,220
261,18375,Peyton Barber,WAS,8,30,RB,RB74,221
262,19705,Greg Ward,PHI,9,28,WR,WR100,222
263,21854,Anthony McFarland Jr.,PIT,4,26,RB,RB75,223
264,21731,John Hightower,PHI,9,27,WR,WR101,224
265,18422,Kalif Raymond,TEN,4,29,WR,WR102,225
266,17053,Malcolm Brown,LAR,9,31,RB,RB76,226
267,19207,Tim Patrick,DEN,5,30,WR,WR103,227
268,21967,Isaiah Coulter,HOU,8,25,WR,WR104,228
269,21677,Tua Tagovailoa,MIA,7,26,QB,QB29,229
270,21138,Scotty Miller,TB,13,26,WR,WR105,230
271,12831,Tyrod Taylor,LAC,6,34,QB,QB30,231
272,15196,Kenny Stills,HOU,8,32,WR,WR106,232
273,21797,La'Mical Perine,NYJ,10,26,RB,RB77,233
274,19514,Keelan Cole Sr.,JAX,8,31,WR,WR107,234
275,18464,J.D. McKissic,WAS,8,30,RB,RB78,235
276,21970,James Robinson,JAX,8,25,RB,RB79,236
277,18089,Rashard Higgins,CLE,9,29,WR,WR108,237
278,14901,Kyle Juszczyk,SF,11,33,FB,RB80,238
279,18445,Mike Thomas,CIN,9,29,WR,WR109,239
280,16887,Mike Davis,CAR,13,31,RB,RB81,240
281,22177,Chris Rowland,ATL,10,26,WR,WR110,241
282,12708,Dion Lewis,NYG,11,33,RB,RB82,242
283,21601,Gunner Olszewski,NE,5,27,WR,WR111,243
284,20795,Dwayne Haskins,WAS,8,27,QB,QB31,244
285,16855,Ty Montgomery II,NO,6,31,WR,WR112,245
286,18047,Demarcus Robinson,KC,10,29,WR,WR113,246
287,19823,Royce Freeman,DEN,5,28,RB,RB83,247
288,21961,Darnell Mooney,CHI,11,26,WR,WR114,248
289,14828,Chris Hogan,NYJ,10,36,WR,WR115,249
290,21448,Jalen Guyton,LAC,6,26,WR,WR116,250
291,19120,David Moore,SEA,6,29,WR,WR117,251
292,20239,Gus Edwards,BAL,7,29,RB,RB84,252
293,21773,Eno Benjamin,ARI,8,25,RB,RB85,253
294,13723,Nick Foles,CHI,11,35,QB,QB32,254
295,20782,Emanuel Hall,WAS,8,27,WR,WR118,255
296,17289,Jake Kumerow,BUF,11,32,WR,WR119,256
297,19033,Brian Hill,ATL,10,28,RB,RB86,257
298,16326,Seth Roberts,CAR,13,33,WR,WR120,258
299,19937,Keke Coutee,HOU,8,27,WR,WR121,259
300,20964,Darwin Thompson,KC,10,27,RB,RB87,260
301,21804,DeeJay Dallas,SEA,6,25,RB,RB88,261
302,20836,Bisi Johnson,MIN,7,27,WR,WR122,262
303,21211,Patrick Laird,MIA,7,28,RB,RB89,263
304,21957,Quez Watkins,PHI,9,25,WR,WR123,264
305,19799,Rashaad Penny,SEA,6,28,RB,RB90,265
306,20742,J.J. Arcega-Whiteside,PHI,9,27,WR,WR124,266
307,18058,Tajae Sharpe,MIN,7,29,WR,WR125,267
308,19996,Jaylen Samuels,PIT,4,27,RB,RB91,268
309,20103,Reggie Bonnafon,CAR,13,28,RB,RB92,269
310,19863,Dallas Goedert,PHI,9,29,TE,TE21,270
311,19969,Damion Ratley,NYG,11,29,WR,WR126,271
312,19916,DaeSean Hamilton,DEN,5,29,WR,WR127,272
313,21764,Jason Huntley,PHI,9,26,RB,RB93,273
314,20011,Javon Wims,CHI,11,29,WR,WR128,274
315,21721,Devin Duvernay,BAL,7,26,WR,WR129,275
316,20013,Cedrick Wilson Jr.,DAL,10,28,WR,WR130,276
317,20876,Jakobi Meyers,NE,5,27,WR,WR131,277
318,21739,Van Jefferson,LAR,9,27,WR,WR132,278
319,21743,Lynn Bowden Jr.,MIA,7,26,WR,WR133,279
320,20079,Trey Quinn,JAX,8,28,WR,WR134,280
321,20159,Mike Boone,MIN,7,28,RB,RB94,281
322,21142,Olamide Zaccheaus,ATL,10,26,WR,WR135,282
323,20802,Justice Hill,BAL,7,26,RB,RB95,283
324,18717,Marvin Hall,DET,5,31,WR,WR136,284
325,17360,Rod Smith,NYG,11,32,RB,RB96,285
326,20837,Ty Johnson,DET,5,26,RB,RB97,286
327,15150,Cordarrelle Patterson,CHI,11,33,RB,RB98,287
328,21754,Donovan Peoples-Jones,CLE,9,25,WR,WR137,288
329,19548,Corey Clement,PHI,9,29,RB,RB99,289
330,19023,Mack Hollins,MIA,7,30,WR,WR138,290
331,18093,Andy Janovich,CLE,9,30,FB,RB100,291
332,21718,Joe Reed,LAC,6,26,WR,WR139,292
333,21971,Sewo Olonilua,DAL,10,26,FB,RB101,293
334,16276,Bennie Fowler,NO,6,32,WR,WR140,294
335,21723,James Proche II,BAL,7,27,WR,WR141,295
336,17970,Devontae Booker,LV,6,31,RB,RB102,296
337,21843,Salvon Ahmed,MIA,7,25,RB,RB103,297
338,16451,Eric Ebron,PIT,4,31,TE,TE22,298
339,20820,Andy Isabella,ARI,8,27,WR,WR142,299
340,19172,Zach Pascal,IND,7,29,WR,WR143,300
341,20835,KeeSean Johnson,ARI,8,27,WR,WR144,301
342,20106,Ryan Nall,CHI,11,28,RB,RB104,302
343,18811,Mitchell Trubisky,CHI,11,29,QB,QB33,303
344,20768,Myles Gaskin,MIA,7,27,RB,RB105,304
345,1658,Greg Olsen,SEA,6,39,TE,TE23,305
346,11488,Jimmy Graham,CHI,11,37,TE,TE24,306
347,18652,C.J. Ham,MIN,7,30,FB,RB106,307
348,20949,Irv Smith,MIN,7,25,TE,TE25,308
349,18197,Alex Erickson,CIN,9,31,WR,WR145,309
350,21729,Quintez Cephus,DET,5,26,WR,WR146,310
351,20952,Jace Sternberger,GB,5,27,TE,TE26,311
352,19854,Dante Pettis,SF,11,28,WR,WR147,312
353,20939,David Sills,NYG,11,27,WR,WR148,313
354,20012,Bo Scarbrough,DET,5,27,RB,RB107,314
355,19910,Ian Thomas,CAR,13,27,TE,TE27,315
356,18935,Gerald Everett,LAR,9,29,TE,TE28,316
357,19098,Isaiah Ford,MIA,7,28,WR,WR149,317
358,16797,T.J. Yeldon,BUF,11,30,RB,RB108,318
359,16781,Nelson Agholor,LV,6,30,WR,WR150,319
360,18926,Zay Jones,LV,6,29,WR,WR151,320
361,19238,Taysom Hill,NO,6,33,QB,QB34,321
362,21132,Chandler Cox,MIA,7,27,FB,RB109,322
363,19626,Dare Ogunbowale,JAX,8,30,RB,RB110,323
364,20250,Robert Foster,GB,5,30,WR,WR152,324
365,19979,Jordan Wilkins,IND,7,29,RB,RB111,325
366,19080,Noah Brown,DAL,10,28,WR,WR153,326
367,18666,Duke Williams,BUF,11,31,WR,WR154,327
368,20900,Qadree Ollison,ATL,10,27,RB,RB112,328
369,20850,Dawson Knox,BUF,11,27,TE,TE29,329
370,20077,Richie James,SF,11,28,WR,WR155,330
371,20810,Travis Homer,SEA,6,25,RB,RB113,331
372,21960,Freddie Swain,SEA,6,25,WR,WR156,332
373,13275,Kyle Rudolph,MIN,7,34,TE,TE30,333
374,20038,Braxton Berrios,NYJ,10,28,WR,WR157,334
375,21771,Devin Asiasi,NE,5,26,TE,TE31,335
376,19043,Isaiah McKenzie,BUF,11,29,WR,WR158,336
377,21959,Dezmon Patmon,IND,7,25,WR,WR159,337
378,15247,Darren Fells,HOU,8,38,TE,TE32,338
379,16232,Donte Moncrief,NYJ,10,30,WR,WR160,339
380,21714,K.J. Osborn,MIN,7,26,WR,WR161,340
381,20360,Jeff Wilson Jr.,SF,11,28,RB,RB114,341
382,21765,JaMycal Hasty,SF,11,27,RB,RB115,342
383,14918,Tyler Eifert,JAX,8,33,TE,TE33,343
384,21681,Justin Herbert,LAC,6,26,QB,QB35,344
385,13887,Travis Benjamin,SF,11,34,WR,WR162,345
386,20295,Vyncint Smith,NYJ,10,27,WR,WR163,346
387,19280,Cody Hollister,TEN,4,30,WR,WR164,347
388,21163,Deonte Harty,NO,6,26,WR,WR165,348
389,16815,Ameer Abdullah,MIN,7,30,RB,RB116,349
390,21513,Darrius Shepherd,GB,5,28,WR,WR166,350
391,19980,Deon Cain,PIT,4,27,WR,WR167,351
392,20970,John Ursua,SEA,6,30,WR,WR168,352
393,16931,Nick Boyle,BAL,7,31,LS,LS1,353
394,18996,Wayne Gallman,NYG,11,29,RB,RB117,354
395,19006,Josh Malone,NYJ,10,28,WR,WR169,355
396,21772,Cole Kmet,CHI,11,25,TE,TE34,356
397,15965,Trey Burton,IND,7,32,TE,TE35,357
398,18116,Cody Core,NYG,11,30,WR,WR170,358
399,18039,Pharoh Cooper,CAR,13,29,WR,WR171,359
400,21955,Thaddeus Moss,WAS,8,26,TE,TE36,360
401,16656,Logan Thomas,WAS,8,32,TE,TE37,361
402,21178,Jason Moore,LAC,6,28,WR,WR172,362
403,20566,Dontrell Hilliard,CLE,9,29,RB,RB118,363
404,20679,KhaDarel Hodge,CLE,9,29,WR,WR173,364
405,21730,Collin Johnson,JAX,8,26,WR,WR174,365
406,21737,Tyrie Cleveland,DEN,5,26,WR,WR175,366
407,16917,C.J. Uzomah,CIN,9,31,TE,TE38,367
408,19659,Dan Arnold,ARI,8,29,TE,TE39,368
409,21808,Dalton Keene,NE,5,25,TE,TE40,369
410,21760,Isaiah Hodgins,BUF,11,25,WR,WR176,370
411,18041,Tyler Ervin,GB,5,30,RB,RB119,371
412,722,Jason Witten,LV,6,42,TE,TE41,372
413,20684,Malik Turner,DAL,10,28,WR,WR177,373
414,21675,Tyler Johnson,TB,13,25,WR,WR178,374
415,20057,Auden Tate,CIN,9,27,WR,WR179,375
416,19811,Marcell Ateman,LV,6,29,WR,WR180,376
417,18876,David Njoku,CLE,9,27,TE,TE42,377
418,8283,Ryan Fitzpatrick,MIA,7,41,QB,QB36,378
419,16933,James O'Shaughnessy,JAX,8,32,TE,TE43,379
420,20582,Chad Beebe,MIN,7,29,WR,WR181,380
421,20150,Byron Pringle,KC,10,30,WR,WR182,381
422,17218,DeAndre Carter,HOU,8,31,WR,WR183,382
423,15100,Jordan Reed,SF,11,33,TE,TE44,383
424,19067,Jeremy Sprinkle,WAS,8,29,TE,TE45,384
425,20819,Alec Ingold,LV,6,27,FB,RB120,385
426,11565,Andre Roberts,BUF,11,36,WR,WR184,386
427,16593,Cameron Brate,TB,13,32,TE,TE46,387
428,20925,Riley Ridley,CHI,11,27,WR,WR185,388
429,21758,KJ Hill Jr.,LAC,6,26,WR,WR186,389
430,18901,O.J. Howard,TB,13,29,TE,TE47,390
431,19281,Jacob Hollister,SEA,6,30,TE,TE48,391
432,20081,Trent Sherfield Sr.,ARI,8,28,WR,WR187,392
433,15239,Vance McDonald,PIT,4,33,TE,TE49,393
434,21593,D'Ernest Johnson,CLE,9,28,RB,RB121,394
435,20954,Jarrett Stidham,NE,5,27,QB,QB37,395
436,19296,Anthony Firkser,TEN,4,29,TE,TE50,396
437,18931,Adam Shaheen,MIA,7,29,TE,TE51,397
438,19200,C.J. Board,NYG,11,30,WR,WR188,398
439,21227,Andrew Beck,DEN,5,28,FB,RB122,399
440,20990,Trayveon Williams,CIN,9,26,RB,RB123,400
441,16763,Marcus Mariota,LV,6,30,QB,QB38,401
442,19491,Robert Tonyan,GB,5,30,TE,TE52,402
443,19903,Jordan Akins,HOU,8,32,TE,TE53,403
